note_id,title,desc,type,nickname,liked,collected,comment,shared,images,tags,keyword,publish_ts,note_url,publish_dt,interact,title_len,collect_like,hour,weekday
6a3aa1b00000000022015410,一年前我觉得不能依赖AI写代码,"去年7月我发了个帖子，当时AI coding能力还不够强，无法完全胜任生产环境的开发任务，但是面试的应届生普遍已经丧失自己写代码的能力了。于是我有感而发发了个帖子，这个帖子有几千人评论，评论区大家吵得不可开交。
	
我当时的观点是如果社会还需要程序员，说明AI还不够强，那么程序员应该掌握代码能力去领导AI。如果AI足够强了，那写代码人人都可以做了，那么也不需要程序员这个职业了。
	
没想到仅仅一年不到的今天，后者就实现了，最近十天我提交了接近100个mr，涉及前端后端运营系统，我自己一行代码都没有写，整体产出效率是以前的5倍以上。前沿代码模型已经真的能胜任大部分开发需求了，只要你能描述清楚需求，构建好仓库结构，AI写得又快又好。
	
写代码这件事正在快速变得和打字、算术一样，不再能是一个专门的职业，变成所有人都可以具备的基础技能。那些干了很多年但是水平一般的、刚毕业的或者还没毕业的，可能都要提前想想AI时代这个职业消失以后，自己该往哪里转了。",图文,曾***长,2379,1547,640,539,0,,AI,1782227376000,https://www.xiaohongshu.com/explore/6a3aa1b00000000022015410?xsec_token=ABRqICqqD4mfup_c4ECk430xV0bEIXVFW0d86_dd4THyw=&xsec_source=pc_search,2026-06-23 15:09:36,5105,15,0.6502732240437158,15,1
69f884a50000000036031f43,别再喂 AI 了，让 Hermes 自己找饭吃,"以前用普通 AI，像个保姆，得把资料一口口喂到嘴边。现在用 Hermes，感觉像请了个博士，你只用提需求，他会自己去图书馆查资料、做笔记。
	
AI Agent 强不强，不只看模型本身，还要看它有没有“看世界”的能力”。Hermes 这类 Agent 更像一个能长期工作的助手，可以把整个互联网当作它的资料库。
	
这篇我整理了我现在最关注的 4 个“眼睛”：
	
1️⃣ web_search + web_extract 我的望远镜，负责公开网页搜索和正文提取，能看到网上最新的热点。
	
2️⃣ AutoCLI 我的内线，负责读取各大平台内容，关键是能复用 Chrome 登录态。
	
3️⃣ Agent-Reach 我的采集技能包，把 YouTube 字幕、GitHub、RSS 等能力打包给 Agent。
	
4️⃣ bb-browser 理念很狠：Your browser is the API。很多网站没有 API，但浏览器已经能看，那就让 Agent 直接控制浏览器去读、去点。
	
真正有价值的 AI，不是会聊天，而是能自己出门找资料、把信息流变成生产力。这才是一个人公司的核心基建。
	
#AI[话题]#  #AI智能体[话题]#  #agent[话题]#  #AI自动化[话题]#  #hermes[话题]#  #效率神器[话题]#  #小红书运营[话题]#  #AI实战[话题]#  #一人公司[话题]#",图文,j***记,2357,4006,163,759,0,,AI,1777894565000,https://www.xiaohongshu.com/explore/69f884a50000000036031f43?xsec_token=ABP3MG05QOwCVy7AconT47kfccxHuau08xiHgu8t8aHVQ=&xsec_source=pc_search,2026-05-04 11:36:05,7285,23,1.6996181586762835,11,0
6a7f0aa40000000033034879,howto用AI自动剪视频？,#AI工具[话题]# #howto用好AI[话题]# #AI剪辑[话题]# #高效生产力[话题]# #ChatCut[话题]# #自媒体工具[话题]# #vibecoding[话题]#,视频,嘿***）,2607,2952,45,489,0,,AI,1786711598000,https://www.xiaohongshu.com/explore/6a7f0aa40000000033034879?xsec_token=ABnkIkuK5Z-bhzwXIDpyHwdBr6Dl1CtiOUtyIZXBxELCc=&xsec_source=pc_search,2026-08-14 12:46:38,6093,14,1.1323360184119677,12,4
6a4619570000000017008611,马斯克也看不下去了,"Anthropic这个词源自希腊语 anthrōpikos，意思是“与人类相关的”或“以人类为中心的”
#Claude[话题]# #马斯克[话题]# #ai[话题]#",图文,吴***I,2320,237,333,153,0,,AI,1782978903000,https://www.xiaohongshu.com/explore/6a4619570000000017008611?xsec_token=ABcT2mqXw6ZhUZAuiIH-wSGoLr4Lh0yK8sIv57dKHMLkE=&xsec_source=pc_search,2026-07-02 07:55:03,3043,9,0.1021551724137931,7,3
6a7bca8a0000000025012665,某大厂，直接裁掉1万人,"1.6万到6k，比例太夸张！！！
#大模型[话题]# #ai[话题]# #大厂[话题]#",图文,A***线,2192,340,690,1656,0,,AI,1786497674000,https://www.xiaohongshu.com/explore/6a7bca8a0000000025012665?xsec_token=ABiWSQMpXbLggMCYawbHruS8Zo8-zQBFNHWVryr9AtNx0=&xsec_source=pc_search,2026-08-12 01:21:14,4878,11,0.1551094890510949,1,2
68b6bf65000000001b01f4d2,AI已经卷到hr这个行业了嘛😨,"自认为AI用的挺溜的，没想到啊没想到啊，我也被用作训练数据了🤪🤪🤪，AI整顿职场啊👍👍👍
#HR人力资源[话题]# #人工智能[话题]# #就业大环境[话题]# #秋招[话题]#",图文,晋***^,2083,602,268,484,0,,AI,1756807013000,https://www.xiaohongshu.com/explore/68b6bf65000000001b01f4d2?xsec_token=ABumwf_MNqynqXlIJaWAG-_SWUlClQ1GXF30ONejp57EI=&xsec_source=pc_search,2025-09-02 09:56:53,3437,15,0.28900624099855976,9,1
6a7c975b0000000022010ada,梁子涨价了，V4-Pro-0813发布,"二更：
梁子涨价了，都散了吧，GLM5.3发了，看GLM5.3吧
	
原文：
这都躺下准备睡觉了，突然看到DeepSeek官方API 文档发生了更新
	
不看不知道，一看吓一跳！DeepSeek V4 Pro 0813 更新发布！详细指标在第二张图，直接对标 Fable-5
	
无限接近，甚至部分略微超过Fable
	
但，这还不是最震撼的
	
最震撼的是，3 元输入、6 元输出，直接把最顶尖的智能干成白菜价。
	
就算是之后说Deepseek大幅涨价，感觉依旧具有性价比
	
明天准备立刻开始蹬起来了！（迫不及待.jpg）
	
最后，默子在这里宣布，梁圣载入史册！
	
#人工智能[话题]# #deepseek[话题]# #deepseek0813[话题]# #v4pro正式版[话题]# #vibecoding[话题]# #梁文峰[话题]# #梁圣[话题]#",图文,默***睡,1992,380,452,999,0,,AI,1786550107000,https://www.xiaohongshu.com/explore/6a7c975b0000000022010ada?xsec_token=ABcSPKBvPZ5CXv7jGg0iO2SnZ1HigU9CO6aDYTuwIKwls=&xsec_source=pc_search,2026-08-12 15:55:07,3823,19,0.19076305220883535,15,2
6a3c89b5000000001102e367,字节连续踩中 5 个大风口，还精准避开一个坑,"字节连续踩中了互联网、短视频、社交、电商和 AI 这几个大风口，说明它的组织能力、产品能力和流量分发能力确实很强。
	
但 Web3 在中国大陆的环境里，始终绕不开虚拟货币、资产发行、交易炒作和监管红线。对于字节这种体量的大厂来说，进得太深，合规风险和品牌风险都很高；进得太浅，又很难形成真正的业务闭环。
	
所以字节没在 Web3 上重仓，未必是错过风口，也可能是避开了一个高不确定性的坑。它真正擅长的是把内容、流量、算法和商业化做成规模化机器，而 Web3 的核心叙事更偏金融、资产和协议生态，这条路在国内很难跑通。
#互联网大厂[话题]# #互联网[话题]#",图文,阿***）,1906,352,400,312,0,,AI,1782352309000,https://www.xiaohongshu.com/explore/6a3c89b5000000001102e367?xsec_token=ABRfP7rDOPJMSWSNzoA7P74zksFEK4wHqiBrs4-ii2zbU=&xsec_source=pc_search,2026-06-25 01:51:49,2970,22,0.18467995802728226,1,3
69c91005000000002800ae57,“AI取代程序员”的预言翻车了,"最近，Box 的 CEO Aaron Levie 在 X 上发了一条引发大量讨论的帖子。他引用了 Lenny Rachitsky 分享的一组数据：全球科技公司目前有超过 67000 个工程师岗位在招聘，仅美国就有 26000 个，这个数字达到了三年来的最高点。
很多人看到这个数据的第一反应可能是困惑。AI 不是要取代程序员吗？怎么工程师的需求反而在涨？
Levie 给出的解释只有两个字：杰文斯悖论。
#人工智能[话题]# #AI[话题]# #AI人工智能[话题]# #AIChannel[话题]# #程序员[话题]#",图文,M***论,1855,1605,414,1102,0,,AI,1774784517000,https://www.xiaohongshu.com/explore/69c91005000000002800ae57?xsec_token=ABs3BDDibmu1XOW-7ACeXzW93IAzA7fc9jZHikbnQ_Ed4=&xsec_source=pc_search,2026-03-29 11:41:57,4976,15,0.8652291105121294,11,6
6a337cff000000001503cec9,关注了一大批AI博主，都不更新了,"关注了一大批AI博主，发现这些博主更新一两个月以后就不更新了，这是为什么呢
#AI[话题]# #ai[话题]#",图文,我***了,1817,1372,690,213,0,,AI,1781759231000,https://www.xiaohongshu.com/explore/6a337cff000000001503cec9?xsec_token=ABAlADPHepABK_z8VQxDISwqrSrMXwhH9LDHLaqRw1ZwA=&xsec_source=pc_search,2026-06-18 05:07:11,4092,16,0.7550908090258668,5,3
6a17c94c000000003700eeca,不明白突出价值在哪里,"同事最近两个月分配到一个任务，探索ai coding的可行性。最终成功是总结出ai coding的流程和自己项目的成功案例。
	
不是说这没有价值，而是感觉谁都能做出来，并且说实话这个流程的结果质量跟vibe coding没差别。
	
为什么领导就很看好这个结果呢？",图文,前***风,1842,1473,512,677,0,,AI,1779943756000,https://www.xiaohongshu.com/explore/6a17c94c000000003700eeca?xsec_token=ABYzNLbvmvF5x6Zj80UlGXzKBaeGPj6YOCu56PTSW22c4=&xsec_source=pc_search,2026-05-28 04:49:16,4504,10,0.7996742671009772,4,3
6a60ddef000000000100d08c,笑死了😂😂😂,"是谁？
腾讯的产品费尽心机
一下拉低了🤣
#ai[话题]# #大模型[话题]# #人工智能[话题]# #腾讯[话题]# #workbuddy[话题]# #外包[话题]# #程序员[话题]#",图文,阳***至,1746,143,132,2400,0,,AI,1784733167000,https://www.xiaohongshu.com/explore/6a60ddef000000000100d08c?xsec_token=ABWLp80SqB3xcVQh5UpSWsniwSNcIzMZUqg8nE1knY3B4=&xsec_source=pc_search,2026-07-22 15:12:47,4421,6,0.08190148911798396,15,2
6a6c17b6000000002500e5bf,打工人已经自费上强度了,"AI 时代，下面两种上班的人很厉害。
	
第一种，公司不给买 Claude 或 Codex，只让用国内便宜的大模型，但自己愿意掏钱买付费版，甚至直接上 Max。
	
第二种，公司电脑很烂，就自己带电脑去上班，比如直接扛一台 Mac mini 过去。
	
这两种人，我都觉得很牛逼。
	
你品一品
	
#打工人[话题]# #当牛做马又一天[话题]# #ai工具[话题]# #顾小北[话题]#",图文,小***飞,1639,974,658,903,0,,AI,1785658620000,https://www.xiaohongshu.com/explore/6a6c17b6000000002500e5bf?xsec_token=AB8eNO0reM03EZa2CY2DODtDLDJimFGUZ9IcRMrLasUmY=&xsec_source=pc_search,2026-08-02 08:17:00,4174,11,0.5942647956070775,8,6
6a607ac3000000000503994a,你们这期间都干嘛？,"领导给我报销Codex费用之后
我在公司范围里分享了几次使用经验
	
领导对里面的好多功能也很感兴趣
觉得也能辅助他的很多工作
	
昨天也终于开通会员开始用了
	
今早在楼下遇上了
就问我：
他让Codex替他写一些文件/PPT之类的
一写都是一二十分钟
老是等着也挺尴尬
这期间你都干吗？
	
我懵了
这是被发现了啊
我总不能说我会看看新闻、刷刷小红书吧
我差点说我们写代码运行多了都是一两个小时
	
我只能说：
我会同时开好几个窗口多任务并行
一个完成验收一个
测试、review然后提交
	
领导对这个回答应该是满意的[暗中观察R]
	
你们这期间都干嘛？
	
#codex[话题]#  #摸鱼[话题]# #codex摸鱼[话题]# #优雅摸鱼[话题]# #业余码农观察日记[话题]# #AI编程[话题]#  #codex摸鱼技巧[话题]#",图文,业***记,1634,392,358,884,0,,AI,1784707779000,https://www.xiaohongshu.com/explore/6a607ac3000000000503994a?xsec_token=ABWLp80SqB3xcVQh5UpSWsngS6NL8dH-C8kfmdN24fN4E=&xsec_source=pc_search,2026-07-22 08:09:39,3268,9,0.23990208078335373,8,2
